time,mA,pA,mB,pB
2.375,0.35332,0.69731,0.35332,0.69731
2.376,0.35358,0.69697,0.35358,0.69697
2.377,0.35385,0.69663,0.35385,0.69663
2.378,0.35412,0.69628,0.35412,0.69628
2.379,0.35438,0.69594,0.35438,0.69594
2.38,0.35465,0.6956,0.35465,0.6956
2.381,0.35491,0.69526,0.35491,0.69526
2.382,0.35518,0.69492,0.35518,0.69492
2.383,0.35544,0.69458,0.35544,0.69458
2.384,0.3557,0.69424,0.3557,0.69424
2.385,0.35597,0.6939,0.35597,0.6939
2.386,0.35623,0.69356,0.35623,0.69356
2.387,0.35649,0.69323,0.35649,0.69323
2.388,0.35675,0.69289,0.35675,0.69289
2.389,0.35702,0.69255,0.35702,0.69255
2.39,0.35728,0.69222,0.35728,0.69222
2.391,0.35754,0.69188,0.35754,0.69188
2.392,0.3578,0.69155,0.3578,0.69155
2.393,0.35806,0.69121,0.35806,0.69121
2.394,0.35832,0.69088,0.35832,0.69088
2.395,0.35858,0.69055,0.35858,0.69055
2.396,0.35883,0.69022,0.35883,0.69022
2.397,0.35909,0.68988,0.35909,0.68988
2.398,0.35935,0.68955,0.35935,0.68955
2.399,0.35961,0.68922,0.35961,0.68922
2.4,0.35986,0.68889,0.35986,0.68889
2.401,0.36012,0.68856,0.36012,0.68856
2.402,0.36038,0.68824,0.36038,0.68824
2.403,0.36063,0.68791,0.36063,0.68791
2.404,0.36089,0.68758,0.36089,0.68758
2.405,0.36114,0.68725,0.36114,0.68725
2.406,0.3614,0.68693,0.3614,0.68693
2.407,0.36165,0.6866,0.36165,0.6866
2.408,0.3619,0.68628,0.3619,0.68628
2.409,0.36216,0.68595,0.36216,0.68595
2.41,0.36241,0.68563,0.36241,0.68563
2.411,0.36266,0.68531,0.36266,0.68531
2.412,0.36291,0.68498,0.36291,0.68498
2.413,0.36317,0.68466,0.36317,0.68466
2.414,0.36342,0.68434,0.36342,0.68434
2.415,0.36367,0.68402,0.36367,0.68402
2.416,0.36392,0.6837,0.36392,0.6837
2.417,0.36417,0.68338,0.36417,0.68338
2.418,0.36442,0.68306,0.36442,0.68306
2.419,0.36467,0.68274,0.36467,0.68274
2.42,0.36492,0.68242,0.36492,0.68242
2.421,0.36516,0.68211,0.36516,0.68211
2.422,0.36541,0.68179,0.36541,0.68179
2.423,0.36566,0.68147,0.36566,0.68147
2.424,0.36591,0.68116,0.36591,0.68116
2.425,0.36615,0.68084,0.36615,0.68084
2.426,0.3664,0.68053,0.3664,0.68053
2.427,0.36665,0.68022,0.36665,0.68022
2.428,0.36689,0.6799,0.36689,0.6799
2.429,0.36714,0.67959,0.36714,0.67959
2.43,0.36738,0.67928,0.36738,0.67928
2.431,0.36763,0.67897,0.36763,0.67897
2.432,0.36787,0.67865,0.36787,0.67865
2.433,0.36811,0.67834,0.36811,0.67834
2.434,0.36836,0.67803,0.36836,0.67803
2.435,0.3686,0.67772,0.3686,0.67772
2.436,0.36884,0.67741,0.36884,0.67741
2.437,0.36908,0.67711,0.36908,0.67711
2.438,0.36933,0.6768,0.36933,0.6768
2.439,0.36957,0.67649,0.36957,0.67649
2.44,0.36981,0.67618,0.36981,0.67618
2.441,0.37005,0.67588,0.37005,0.67588
2.442,0.37029,0.67557,0.37029,0.67557
2.443,0.37053,0.67527,0.37053,0.67527
2.444,0.37077,0.67496,0.37077,0.67496
2.445,0.37101,0.67466,0.37101,0.67466
2.446,0.37125,0.67436,0.37125,0.67436
2.447,0.37148,0.67405,0.37148,0.67405
2.448,0.37172,0.67375,0.37172,0.67375
2.449,0.37196,0.67345,0.37196,0.67345
2.45,0.3722,0.67315,0.3722,0.67315
2.451,0.37243,0.67285,0.37243,0.67285
2.452,0.37267,0.67255,0.37267,0.67255
2.453,0.37291,0.67225,0.37291,0.67225
2.454,0.37314,0.67195,0.37314,0.67195
2.455,0.37338,0.67165,0.37338,0.67165
2.456,0.37361,0.67135,0.37361,0.67135
2.457,0.37385,0.67105,0.37385,0.67105
2.458,0.37408,0.67076,0.37408,0.67076
2.459,0.37431,0.67046,0.37431,0.67046
2.46,0.37455,0.67016,0.37455,0.67016
2.461,0.37478,0.66987,0.37478,0.66987
2.462,0.37501,0.66957,0.37501,0.66957
2.463,0.37524,0.66928,0.37524,0.66928
2.464,0.37547,0.66899,0.37547,0.66899
2.465,0.37571,0.66869,0.37571,0.66869
2.466,0.37594,0.6684,0.37594,0.6684
2.467,0.37617,0.66811,0.37617,0.66811
2.468,0.3764,0.66782,0.3764,0.66782
2.469,0.37663,0.66752,0.37663,0.66752
2.47,0.37686,0.66723,0.37686,0.66723
2.471,0.37709,0.66694,0.37709,0.66694
2.472,0.37731,0.66665,0.37731,0.66665
2.473,0.37754,0.66636,0.37754,0.66636
2.474,0.37777,0.66608,0.37777,0.66608
2.475,0.378,0.66579,0.378,0.66579
2.476,0.37822,0.6655,0.37822,0.6655
2.477,0.37845,0.66521,0.37845,0.66521
2.478,0.37868,0.66493,0.37868,0.66493
2.479,0.3789,0.66464,0.3789,0.66464
2.48,0.37913,0.66435,0.37913,0.66435
2.481,0.37935,0.66407,0.37935,0.66407
2.482,0.37958,0.66378,0.37958,0.66378
2.483,0.3798,0.6635,0.3798,0.6635
2.484,0.38003,0.66322,0.38003,0.66322
2.485,0.38025,0.66293,0.38025,0.66293
2.486,0.38047,0.66265,0.38047,0.66265
2.487,0.3807,0.66237,0.3807,0.66237
2.488,0.38092,0.66209,0.38092,0.66209
2.489,0.38114,0.6618,0.38114,0.6618
2.49,0.38136,0.66152,0.38136,0.66152
2.491,0.38158,0.66124,0.38158,0.66124
2.492,0.3818,0.66096,0.3818,0.66096
2.493,0.38203,0.66069,0.38203,0.66069
2.494,0.38225,0.66041,0.38225,0.66041
2.495,0.38247,0.66013,0.38247,0.66013
2.496,0.38269,0.65985,0.38269,0.65985
2.497,0.3829,0.65957,0.3829,0.65957
2.498,0.38312,0.6593,0.38312,0.6593
2.499,0.38334,0.65902,0.38334,0.65902
2.5,0.38356,0.65874,0.38356,0.65874
2.501,0.38378,0.65847,0.38378,0.65847
2.502,0.38399,0.6582,0.38399,0.6582
2.503,0.38421,0.65792,0.38421,0.65792
2.504,0.38443,0.65765,0.38443,0.65765
2.505,0.38464,0.65737,0.38464,0.65737
2.506,0.38486,0.6571,0.38486,0.6571
2.507,0.38507,0.65683,0.38507,0.65683
2.508,0.38529,0.65656,0.38529,0.65656
2.509,0.3855,0.65629,0.3855,0.65629
2.51,0.38572,0.65601,0.38572,0.65601
2.511,0.38593,0.65574,0.38593,0.65574
2.512,0.38615,0.65547,0.38615,0.65547
2.513,0.38636,0.65521,0.38636,0.65521
2.514,0.38657,0.65494,0.38657,0.65494
2.515,0.38679,0.65467,0.38679,0.65467
2.516,0.387,0.6544,0.387,0.6544
2.517,0.38721,0.65413,0.38721,0.65413
2.518,0.38742,0.65387,0.38742,0.65387
2.519,0.38763,0.6536,0.38763,0.6536
2.52,0.38784,0.65333,0.38784,0.65333
2.521,0.38805,0.65307,0.38805,0.65307
2.522,0.38826,0.6528,0.38826,0.6528
2.523,0.38847,0.65254,0.38847,0.65254
2.524,0.38868,0.65227,0.38868,0.65227
2.525,0.38889,0.65201,0.38889,0.65201
2.526,0.3891,0.65175,0.3891,0.65175
2.527,0.38931,0.65148,0.38931,0.65148
2.528,0.38951,0.65122,0.38951,0.65122
2.529,0.38972,0.65096,0.38972,0.65096
2.53,0.38993,0.6507,0.38993,0.6507
2.531,0.39014,0.65044,0.39014,0.65044
2.532,0.39034,0.65018,0.39034,0.65018
2.533,0.39055,0.64992,0.39055,0.64992
2.534,0.39075,0.64966,0.39075,0.64966
2.535,0.39096,0.6494,0.39096,0.6494
2.536,0.39116,0.64914,0.39116,0.64914
2.537,0.39137,0.64888,0.39137,0.64888
2.538,0.39157,0.64863,0.39157,0.64863
2.539,0.39178,0.64837,0.39178,0.64837
2.54,0.39198,0.64811,0.39198,0.64811
2.541,0.39218,0.64786,0.39218,0.64786
2.542,0.39239,0.6476,0.39239,0.6476
2.543,0.39259,0.64734,0.39259,0.64734
2.544,0.39279,0.64709,0.39279,0.64709
2.545,0.39299,0.64684,0.39299,0.64684
2.546,0.39319,0.64658,0.39319,0.64658
2.547,0.39339,0.64633,0.39339,0.64633
2.548,0.39359,0.64607,0.39359,0.64607
2.549,0.39379,0.64582,0.39379,0.64582
2.55,0.39399,0.64557,0.39399,0.64557
2.551,0.39419,0.64532,0.39419,0.64532
2.552,0.39439,0.64507,0.39439,0.64507
2.553,0.39459,0.64482,0.39459,0.64482
2.554,0.39479,0.64457,0.39479,0.64457
2.555,0.39499,0.64432,0.39499,0.64432
2.556,0.39519,0.64407,0.39519,0.64407
2.557,0.39538,0.64382,0.39538,0.64382
2.558,0.39558,0.64357,0.39558,0.64357
2.559,0.39578,0.64332,0.39578,0.64332
2.56,0.39598,0.64307,0.39598,0.64307
2.561,0.39617,0.64283,0.39617,0.64283
2.562,0.39637,0.64258,0.39637,0.64258
2.563,0.39656,0.64233,0.39656,0.64233
2.564,0.39676,0.64209,0.39676,0.64209
2.565,0.39695,0.64184,0.39695,0.64184
2.566,0.39715,0.6416,0.39715,0.6416
2.567,0.39734,0.64135,0.39734,0.64135
2.568,0.39753,0.64111,0.39753,0.64111
2.569,0.39773,0.64087,0.39773,0.64087
2.57,0.39792,0.64062,0.39792,0.64062
2.571,0.39811,0.64038,0.39811,0.64038
2.572,0.39831,0.64014,0.39831,0.64014
2.573,0.3985,0.6399,0.3985,0.6399
2.574,0.39869,0.63965,0.39869,0.63965
2.575,0.39888,0.63941,0.39888,0.63941
2.576,0.39907,0.63917,0.39907,0.63917
2.577,0.39926,0.63893,0.39926,0.63893
2.578,0.39945,0.63869,0.39945,0.63869
2.579,0.39964,0.63845,0.39964,0.63845
2.58,0.39983,0.63821,0.39983,0.63821
2.581,0.40002,0.63798,0.40002,0.63798
2.582,0.40021,0.63774,0.40021,0.63774
2.583,0.4004,0.6375,0.4004,0.6375
2.584,0.40059,0.63726,0.40059,0.63726
2.585,0.40078,0.63703,0.40078,0.63703
2.586,0.40096,0.63679,0.40096,0.63679
2.587,0.40115,0.63656,0.40115,0.63656
2.588,0.40134,0.63632,0.40134,0.63632
2.589,0.40152,0.63608,0.40152,0.63608
2.59,0.40171,0.63585,0.40171,0.63585
2.591,0.4019,0.63562,0.4019,0.63562
2.592,0.40208,0.63538,0.40208,0.63538
2.593,0.40227,0.63515,0.40227,0.63515
2.594,0.40245,0.63492,0.40245,0.63492
2.595,0.40264,0.63468,0.40264,0.63468
2.596,0.40282,0.63445,0.40282,0.63445
2.597,0.403,0.63422,0.403,0.63422
2.598,0.40319,0.63399,0.40319,0.63399
2.599,0.40337,0.63376,0.40337,0.63376
2.6,0.40355,0.63353,0.40355,0.63353
2.601,0.40374,0.6333,0.40374,0.6333
2.602,0.40392,0.63307,0.40392,0.63307
2.603,0.4041,0.63284,0.4041,0.63284
2.604,0.40428,0.63261,0.40428,0.63261
2.605,0.40446,0.63238,0.40446,0.63238
2.606,0.40465,0.63215,0.40465,0.63215
2.607,0.40483,0.63193,0.40483,0.63193
2.608,0.40501,0.6317,0.40501,0.6317
2.609,0.40519,0.63147,0.40519,0.63147
2.61,0.40537,0.63125,0.40537,0.63125
2.611,0.40555,0.63102,0.40555,0.63102
2.612,0.40572,0.6308,0.40572,0.6308
2.613,0.4059,0.63057,0.4059,0.63057
2.614,0.40608,0.63035,0.40608,0.63035
2.615,0.40626,0.63012,0.40626,0.63012
2.616,0.40644,0.6299,0.40644,0.6299
2.617,0.40661,0.62967,0.40661,0.62967
2.618,0.40679,0.62945,0.40679,0.62945
2.619,0.40697,0.62923,0.40697,0.62923
2.62,0.40715,0.62901,0.40715,0.62901
2.621,0.40732,0.62879,0.40732,0.62879
2.622,0.4075,0.62856,0.4075,0.62856
2.623,0.40767,0.62834,0.40767,0.62834
2.624,0.40785,0.62812,0.40785,0.62812
2.625,0.40802,0.6279,0.40802,0.6279
2.626,0.4082,0.62768,0.4082,0.62768
2.627,0.40837,0.62746,0.40837,0.62746
2.628,0.40855,0.62724,0.40855,0.62724
2.629,0.40872,0.62703,0.40872,0.62703
2.63,0.40889,0.62681,0.40889,0.62681
2.631,0.40907,0.62659,0.40907,0.62659
2.632,0.40924,0.62637,0.40924,0.62637
2.633,0.40941,0.62616,0.40941,0.62616
2.634,0.40958,0.62594,0.40958,0.62594
2.635,0.40975,0.62572,0.40975,0.62572
2.636,0.40993,0.62551,0.40993,0.62551
2.637,0.4101,0.62529,0.4101,0.62529
2.638,0.41027,0.62508,0.41027,0.62508
2.639,0.41044,0.62486,0.41044,0.62486
2.64,0.41061,0.62465,0.41061,0.62465
2.641,0.41078,0.62443,0.41078,0.62443
2.642,0.41095,0.62422,0.41095,0.62422
2.643,0.41112,0.62401,0.41112,0.62401
2.644,0.41128,0.62379,0.41128,0.62379
2.645,0.41145,0.62358,0.41145,0.62358
2.646,0.41162,0.62337,0.41162,0.62337
2.647,0.41179,0.62316,0.41179,0.62316
2.648,0.41196,0.62295,0.41196,0.62295
2.649,0.41212,0.62274,0.41212,0.62274
2.65,0.41229,0.62253,0.41229,0.62253
2.651,0.41246,0.62232,0.41246,0.62232
2.652,0.41262,0.62211,0.41262,0.62211
2.653,0.41279,0.6219,0.41279,0.6219
2.654,0.41296,0.62169,0.41296,0.62169
2.655,0.41312,0.62148,0.41312,0.62148
2.656,0.41329,0.62127,0.41329,0.62127
